No,Food Name,Calorie,Carbohidrat,Fat,Protein,Price,link foto,how to cook,
50,GadoGado,250,8,12,30,"20,000",https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/02/Resep-Gado-Gado.jpg?fit=1920%2C1840&ssl=1,"Bahan-bahan:

- 100 gram tahu, potong kotak
- 100 gram tempe, potong kotak
- 1 buah kentang, kukus dan potong dadu
- 100 gram taoge (kecambah), seduh dengan air panas
- 1/2 buah mentimun, iris tipis
- 2 lembar daun selada, robek kasar
- 2 lembar daun kol, iris tipis
- 2 buah telur rebus, belah dua
- Bawang goreng secukupnya

Bahan Bumbu Kacang:

- 100 gram kacang tanah, sangrai dan haluskan
- 2 siung bawang putih, haluskan
- 2 sendok makan petis udang
- 1 sendok makan gula merah, serut halus
- 1 sendok teh air asam jawa
- 1/2 sendok teh garam
- 200 ml air

Bahan Pelengkap:

- Kerupuk
- Sambal (sesuai selera)

Langkah-langkah:

1. Rebus tahu, tempe, dan kentang dalam air mendidih hingga matang. Tiriskan.

2. Sediakan panci kecil, masukkan kacang tanah halus, bawang putih, petis udang, gula merah, air asam jawa, garam, dan air. Masak dengan api sedang hingga bumbu mendidih dan meresap. Angkat dan sisihkan.

3. Siapkan piring saji. Tata daun selada, daun kol, tahu, tempe, kentang, taoge, mentimun, dan telur rebus di atas piring.

4. Siram gado-gado dengan bumbu kacang yang telah disiapkan.

5. Taburi gado-gado dengan bawang goreng.

6. Sajikan Gado-Gado dengan kerupuk dan sambal sebagai pelengkap.

Selamat menikmati Gado-Gado!
",GadoGado
51,Pecel Lele,350,22,15,30,"25,000",https://asset.kompas.com/crops/QT6V0LoKz42gr5uezLBcGZyBBLw=/0x0:1000x667/750x500/data/photo/2021/03/21/60569b33a2b3d.jpeg,"Bahan-bahan:

- 1 ekor lele, bersihkan dan potong menjadi beberapa bagian
- 2 sendok makan air jeruk nipis
- 1 sendok teh garam
- Minyak goreng secukupnya

Bahan Bumbu Pecel:

- 2 buah cabai merah, iris halus
- 2 siung bawang putih, haluskan
- 1 sendok teh terasi, bakar sebentar
- 1 sendok makan gula merah, serut halus
- 1 sendok makan air asam jawa
- 1 sendok teh garam

Bahan Pelengkap:

- Nasi hangat
- Sayuran segar (mentimun, tomat, daun selada, daun kemangi, dll.)
- Sambal terasi (opsional)

Langkah-langkah:

1. Lumuri potongan lele dengan air jeruk nipis dan garam. Diamkan selama sekitar 15 menit agar bumbu meresap.

2. Panaskan minyak dalam wajan yang cukup besar. Goreng potongan lele dalam minyak panas hingga matang dan berwarna kecoklatan. Angkat dan tiriskan.

3. Siapkan bumbu pecel dalam sebuah wadah. Tambahkan cabai merah, bawang putih, terasi, gula merah, air asam jawa, dan garam. Aduk rata hingga bumbu tercampur merata.

4. Tata nasi hangat dan sayuran segar di atas piring saji.

5. Letakkan potongan lele goreng di atas nasi dan sayuran.

6. Siram pecel lele dengan bumbu pecel yang telah disiapkan.

7. Sajikan Pecel Lele dengan sambal terasi sebagai pelengkap, jika diinginkan.

Selamat menikmati Pecel Lele!
",Pecel Lele
52,Sate Padang,350,15,18,30,"20,000",https://upload.wikimedia.org/wikipedia/commons/c/c1/Sate_padang_Mak_Sharil_Yogyakarta.jpg,"Bahan-bahan:

- 150 gram daging sapi (bagian paha atau daging has dalam), potong dadu
- 2 sendok makan minyak goreng
- 2 sendok makan bumbu rendang instan
- 1 sendok makan air asam jawa
- 1 sendok makan kecap manis
- 1 sendok teh garam
- 1 sendok teh gula merah, serut halus
- 200 ml air
- 8 tusuk sate, rendam dalam air

Bumbu Halus:

- 4 siung bawang merah
- 2 siung bawang putih
- 2 butir kemiri, sangrai
- 1 cm jahe
- 1 cm lengkuas
- 1 batang serai, ambil bagian putih, memarkan

Langkah-langkah:

1. Panaskan minyak goreng dalam wajan. Tumis bumbu halus, bumbu rendang instan, serai, lengkuas, dan jahe hingga harum.

2. Masukkan potongan daging sapi ke dalam wajan. Aduk rata dengan bumbu tumis hingga daging berubah warna.

3. Tuangkan air asam jawa, kecap manis, garam, dan gula merah serut ke dalam wajan. Aduk rata.

4. Tambahkan air ke dalam wajan dan aduk kembali. Masak sate dengan api sedang hingga daging empuk dan bumbu meresap. Jika air berkurang, tambahkan air secukupnya.

5. Ambil tusuk sate yang telah direndam dan tata potongan daging sapi di atas tusuk sate.

6. Panggang sate di atas panggangan atau wajan datar dengan sedikit minyak hingga matang dan berwarna kecoklatan. Bolak-balik sate agar matang merata.

7. Sate Padang siap disajikan. Sajikan sate dengan kuah gulai, bawang merah goreng, dan irisan cabai sebagai pelengkap.

Selamat menikmati Sate Padang!
",Sate Padang
53,Martabak Manis,350,10,15,30,"18,000",https://www.frisianflag.com/storage/app/media/uploaded-files/martabak-red-velvet.jpg,"Bahan-bahan:

- 100 gram tepung terigu
- 1 sendok makan tepung maizena
- 1 sendok teh ragi instan
- 2 sendok makan gula pasir
- 1/4 sendok teh garam
- 150 ml air hangat
- 1 sendok makan margarin, lelehkan
- Keju parut secukupnya
- Coklat meses secukupnya
- Kacang tanah sangrai, cincang halus

Langkah-langkah:

1. Campurkan tepung terigu, tepung maizena, ragi instan, gula pasir, dan garam dalam sebuah wadah.

2. Tambahkan air hangat sedikit-sedikit sambil diaduk hingga membentuk adonan yang tidak terlalu kental atau encer.

3. Setelah adonan tercampur rata, tuangkan margarin leleh ke dalam adonan dan aduk kembali hingga tercampur merata.

4. Diamkan adonan selama sekitar 30-45 menit agar mengembang.

5. Panaskan wajan datar dengan api sedang. Olesi permukaan wajan dengan sedikit margarin atau minyak.

6. Tuangkan setengah dari adonan ke dalam wajan dengan gerakan memutar untuk membentuk lingkaran. Ratakan adonan di atas wajan.

7. Taburi adonan dengan keju parut, coklat meses, dan kacang tanah cincang.

8. Tutup wajan dan biarkan martabak matang di bawah api sedang hingga bagian bawahnya kecoklatan.

9. Setelah bagian bawah matang, lipat martabak menjadi setengah lingkaran menggunakan spatula.

10. Panggang kembali martabak dengan tutup wajan hingga kedua sisi matang dan keju meleleh.

11. Angkat martabak dari wajan dan potong-potong sesuai selera.

Martabak Manis siap disajikan sebagai hidangan penutup atau camilan. Nikmati martabak dengan topping tambahan seperti susu kental manis, keju parut, atau selai manis sesuai selera. Selamat menikmati!
",Martabak Manis
54,Bakmi Jawa,350,20,15,30,"15,000",https://asset.kompas.com/crops/5Xpn6kaR1ASAIH8GpfuxJONBoIo=/28x12:996x657/750x500/data/photo/2022/07/12/62ccdc61ccd88.jpg,"Bahan-bahan:

- 200 gram daging sapi, potong dadu kecil
- 2 lembar daun salam
- 2 batang serai, memarkan bagian putihnya
- 2 cm jahe, memarkan
- 3 siung bawang putih, haluskan
- 2 sendok makan minyak goreng
- 500 ml kaldu sapi
- 200 ml santan
- 1 sendok teh garam (atau sesuai selera)
- 1/2 sendok teh merica bubuk
- 1 sendok makan air jeruk nipis
- 100 gram kentang, potong dadu kecil dan rebus hingga lunak
- 50 gram bihun, rendam dalam air panas hingga lunak
- 2 batang daun bawang, iris halus
- 2 batang seledri, iris halus
- Bawang merah goreng dan kerupuk sebagai pelengkap

Langkah-langkah:

1. Panaskan minyak goreng dalam panci. Tumis bawang putih hingga harum.

2. Masukkan potongan daging sapi, daun salam, serai, dan jahe. Tumis hingga daging sapi berubah warna.

3. Tuangkan kaldu sapi ke dalam panci. Biarkan mendidih dan masak daging sapi hingga empuk.

4. Setelah daging empuk, angkat daging dan sisihkan. Buang daun salam, serai, dan jahe.

5. Kembalikan kaldu sapi ke dalam panci. Tambahkan santan, garam, dan merica bubuk. Aduk rata dan masak dengan api kecil hingga kuah mengental.

6. Masukkan potongan daging sapi yang telah disisihkan ke dalam kuah. Masak sebentar hingga daging hangat.

7. Tambahkan air jeruk nipis ke dalam kuah. Aduk rata.

8. Sajikan soto dalam mangkuk. Tambahkan potongan kentang, bihun, daun bawang, dan seledri di atasnya.

9. Hiasi dengan bawang merah goreng dan kerupuk.

Soto Betawi siap disajikan hangat sebagai hidangan utama. Nikmati soto dengan nasi atau lontong sebagai pelengkapnya. Selamat menikmati!
",Bakmi Jawa
55,Mie Ayam,400,15,20,35,"25,000",https://static.uc.ac.id/fikom/2022/12/Pic-1.jpg,"Bahan-bahan:

- 100 gram mie ayam kering
- 150 ml air
- 1 sendok makan minyak sayur
- 100 gram daging ayam, rebus dan suwir-suwir
- 50 gram sawi hijau, potong-potong
- 2 siung bawang putih, cincang halus
- 1 sendok teh minyak wijen
- 1/2 sendok teh garam
- 1/4 sendok teh merica bubuk
- 1 sendok teh kecap manis
- 1 batang daun bawang, iris tipis
- 1 batang seledri, iris tipis
- 1 butir telur, rebus dan iris menjadi dua bagian

Langkah-langkah:

1. Rebus mie ayam kering sesuai petunjuk kemasan. Setelah matang, tiriskan dan sisihkan.

2. Panaskan minyak sayur dalam wajan. Tumis bawang putih hingga harum.

3. Masukkan daging ayam yang sudah direbus dan suwir-suwir ke dalam wajan. Aduk rata.

4. Tambahkan sawi hijau ke dalam wajan. Aduk rata hingga sawi hijau layu.

5. Tuangkan air ke dalam wajan. Tambahkan minyak wijen, garam, merica bubuk, dan kecap manis. Aduk rata dan biarkan kuah mendidih.

6. Masukkan mie ayam yang telah direbus ke dalam wajan. Aduk rata hingga mie terendam dalam kuah.

7. Tambahkan irisan daun bawang dan seledri ke dalam wajan. Aduk rata.

8. Masak mie ayam dalam kuah selama beberapa menit hingga matang dan bumbu meresap.

9. Angkat mie ayam dan tuangkan dalam mangkuk saji.

10. Hiasi mie ayam dengan irisan telur rebus.

11. Mie Ayam siap disajikan. Nikmati panas-panas sebagai hidangan utama.

Selamat mencoba!
",Mie Ayam
56,Soto Betawi,400,25,20,35,"12,000",https://assets.unileversolutions.com/recipes-v2/242832.jpg,"Bahan-bahan:

- 200 gram daging sapi, potong dadu kecil
- 2 lembar daun salam
- 2 batang serai, memarkan bagian putihnya
- 2 cm jahe, memarkan
- 3 siung bawang putih, haluskan
- 2 sendok makan minyak goreng
- 500 ml kaldu sapi
- 200 ml santan
- 1 sendok teh garam (atau sesuai selera)
- 1/2 sendok teh merica bubuk
- 1 sendok makan air jeruk nipis
- 100 gram kentang, potong dadu kecil dan rebus hingga lunak
- 50 gram bihun, rendam dalam air panas hingga lunak
- 2 batang daun bawang, iris halus
- 2 batang seledri, iris halus
- Bawang merah goreng dan kerupuk sebagai pelengkap

Langkah-langkah:

1. Panaskan minyak goreng dalam panci. Tumis bawang putih hingga harum.

2. Masukkan potongan daging sapi, daun salam, serai, dan jahe. Tumis hingga daging sapi berubah warna.

3. Tuangkan kaldu sapi ke dalam panci. Biarkan mendidih dan masak daging sapi hingga empuk.

4. Setelah daging empuk, angkat daging dan sisihkan. Buang daun salam, serai, dan jahe.

5. Kembalikan kaldu sapi ke dalam panci. Tambahkan santan, garam, dan merica bubuk. Aduk rata dan masak dengan api kecil hingga kuah mengental.

6. Masukkan potongan daging sapi yang telah disisihkan ke dalam kuah. Masak sebentar hingga daging hangat.

7. Tambahkan air jeruk nipis ke dalam kuah. Aduk rata.

8. Sajikan soto dalam mangkuk. Tambahkan potongan kentang, bihun, daun bawang, dan seledri di atasnya.

9. Hiasi dengan bawang merah goreng dan kerupuk.

Soto Betawi siap disajikan hangat sebagai hidangan utama. Nikmati soto dengan nasi atau lontong sebagai pelengkapnya. Selamat menikmati!
",Soto Betawi
57,Nasi Kuning,400,15,18,35,"15,000",https://img-global.cpcdn.com/recipes/76b628af362c389a/400x400cq70/photo.jpg,"Bahan-bahan:

- 1 gelas beras
- 2 gelas air
- 1/2 sendok teh kunyit bubuk
- 1 lembar daun pandan
- 1 batang serai, memarkan bagian putihnya
- 2 cm jahe, memarkan
- 1/2 sendok teh garam
- 1 sendok makan minyak goreng

Langkah-langkah:

1. Cuci beras dengan air hingga bersih, kemudian tiriskan.

2. Panaskan minyak goreng dalam panci. Tumis daun pandan, serai, dan jahe hingga harum.

3. Masukkan beras ke dalam panci dan aduk rata dengan bumbu tumis. Tambahkan kunyit bubuk dan garam. Aduk hingga beras tercampur merata dengan bumbu.

4. Tuangkan air ke dalam panci dan aduk sekali lagi. Pastikan air merata di atas beras.

5. Masak nasi dengan menggunakan panci rice cooker atau cara tradisional di atas kompor. Jika menggunakan rice cooker, atur ke mode memasak nasi. Jika menggunakan kompor, masak nasi dengan api kecil hingga air meresap dan nasi matang.

6. Setelah nasi matang, biarkan nasi dalam panci selama beberapa menit untuk mengempukkan tekstur nasi.

7. Angkat daun pandan, serai, dan jahe dari nasi sebelum disajikan.

Nasi Kuning siap disajikan sebagai hidangan utama atau bisa juga disandingkan dengan lauk-pauk seperti ayam goreng, telur dadar, ikan bakar, atau sate. Nikmati Nasi Kuning yang lezat dan harum!
",Nasi Kuning
58,Nasi Goreng,350,10,15,40,"18,000",https://cdn1-production-images-kly.akamaized.net/EjwV7j3Y4JrlqUFuavke4NtRWtM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3108566/original/079979700_1587487794-Sajiku_1.jpg,"Bahan-bahan:

- 1 piring nasi putih (nasi yang sudah dingin lebih baik)
- 50 gram daging ayam, potong dadu kecil
- 50 gram udang, kupas kulitnya
- 1 butir telur, kocok lepas
- 2 siung bawang putih, cincang halus
- 1 buah cabai merah, iris tipis (sesuaikan dengan tingkat kepedasan yang diinginkan)
- 2 batang daun bawang, iris tipis
- 1 sendok makan kecap manis
- 1 sendok makan saus tiram
- 1 sendok teh garam
- 1/2 sendok teh merica bubuk
- Minyak goreng secukupnya untuk menumis

Langkah-langkah:

1. Panaskan sedikit minyak goreng dalam wajan atau penggorengan. Tumis bawang putih hingga harum.

2. Tambahkan potongan daging ayam dan udang ke dalam wajan. Tumis hingga daging ayam matang dan udang berubah warna.

3. Dorong daging ayam dan udang ke sisi wajan. Tuangkan telur kocok ke sisi kosong wajan. Aduk-aduk telur hingga setengah matang, lalu campurkan dengan daging ayam dan udang.

4. Masukkan cabai merah, daun bawang, garam, dan merica bubuk ke dalam wajan. Aduk rata.

5. Tambahkan nasi putih ke dalam wajan. Aduk rata dengan menggunakan spatula atau sendok kayu, pastikan semua bahan tercampur dengan baik.

6. Tuangkan kecap manis dan saus tiram ke dalam wajan. Lanjutkan mengaduk nasi hingga bumbu merata dan nasi terlihat berwarna merata.

7. Lanjutkan menggoreng nasi goreng selama beberapa menit hingga nasi panas dan matang sempurna. Pastikan bumbu meresap ke dalam nasi.

8. Angkat nasi goreng dari wajan dan sajikan di piring saji.

Nasi goreng dapat disajikan sebagai hidangan utama atau dapat pula disandingkan dengan lauk-pauk tambahan seperti telur mata sapi, irisan mentimun, atau kerupuk. Selamat menikmati Nasi Goreng yang lezat dan bergizi!
",Nasi Goreng
59,Soto Ayam,350,20,15,40,"22,000",https://ik.imagekit.io/dcjlghyytp1/2020/06/yusrisalaprianti.jpg?tr=f-auto,"Bahan-bahan:

- 1 potong daging ayam (paha atau dada ayam)
- 2 gelas air
- 1 batang serai, memarkan
- 2 lembar daun jeruk
- 2 cm jahe, memarkan
- 2 siung bawang putih, haluskan
- 2 siung bawang merah, haluskan
- 1/2 sendok teh merica bubuk
- 1/2 sendok teh garam (sesuai selera)
- 1/2 sendok teh kaldu ayam bubuk (opsional)
- 1 sendok makan minyak goreng
- 1 sendok makan kecap manis
- 1 sendok makan air jeruk nipis
- 100 gram mie soun, seduh air panas hingga lembut
- Pelengkap: irisan daun seledri, irisan daun bawang, irisan tomat, irisan bawang goreng, kerupuk, dan telur rebus

Langkah-langkah:

1. Rebus air dalam panci dan masukkan potongan daging ayam. Masak hingga ayam matang dan empuk. Angkat ayam, biarkan sedikit dingin, lalu suwir-suwir dagingnya. Sisihkan.

2. Panaskan minyak goreng dalam wajan, tumis bawang putih, bawang merah, jahe, dan serai hingga harum.

3. Masukkan bumbu tumis ke dalam panci berisi air rebusan ayam. Tambahkan daun jeruk, merica bubuk, garam, dan kaldu ayam bubuk (jika menggunakan). Aduk rata dan masak selama beberapa menit.

4. Masukkan suwiran daging ayam ke dalam panci. Masak sebentar agar daging ayam terasa lebih lezat.

5. Tambahkan kecap manis dan air jeruk nipis ke dalam soto. Aduk rata.

6. Siapkan mangkuk saji dan letakkan mie soun yang sudah direndam di dalamnya. Tuangkan soto ayam beserta suwiran daging ayam ke dalam mangkuk.

7. Hias soto dengan irisan daun seledri, irisan daun bawang, irisan tomat, irisan bawang goreng, kerupuk, dan telur rebus.

8. Sajikan soto ayam hangat dan nikmati bersama nasi atau lontong.

Selamat menikmati Soto Ayam yang lezat dan menghangatkan!
",Soto Ayam
60,Rawon,400,30,20,40,"10,000",https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg,"Bahan-bahan:

- 100 gram daging sapi (iris tipis)
- 1 sendok makan minyak goreng
- 2 lembar daun jeruk
- 1 batang serai, memarkan
- 2 cm lengkuas, memarkan
- 3 buah cabai rawit (sesuaikan dengan tingkat kepedasan yang diinginkan)
- 3 siung bawang putih, cincang halus
- 2 buah bawang merah, cincang halus
- 1/2 sendok teh terasi (opsional)
- 1 sendok teh garam
- 1/2 sendok teh merica bubuk
- 1/2 sendok teh ketumbar bubuk
- 1 sendok makan petis udang
- 500 ml air
- 1 batang daun bawang, iris tipis
- 1 sendok teh air asam jawa (opsional)
- 1 sendok teh kecap manis
- Telur rebus, tauge, dan bawang goreng (sebagai pelengkap)

Langkah-langkah:

1. Panaskan minyak goreng dalam panci. Tumis bawang putih, bawang merah, cabai rawit, daun jeruk, serai, dan lengkuas hingga harum.

2. Tambahkan daging sapi, terasi, garam, merica bubuk, dan ketumbar bubuk. Aduk rata dan masak hingga daging berubah warna.

3. Tuangkan air ke dalam panci dan biarkan mendidih. Kecilkan api, tutup panci, dan masak selama 1-2 jam hingga daging empuk dan bumbu meresap.

4. Setelah itu, tambahkan petis udang, daun bawang, air asam jawa (jika menggunakan), dan kecap manis. Aduk rata dan masak selama beberapa menit.

5. Siapkan piring saji dan letakkan rawon di atasnya. Hiasi dengan telur rebus, tauge, dan bawang goreng.

6. Sajikan rawon dengan nasi hangat.

Selamat menikmati Rawon yang lezat dan kaya rempah!
",Rawon
61,Nasi Uduk,400,12,18,45,"35,000",https://asset.kompas.com/crops/VUv0tx9o6QgrC1dhA5NFNFEC9tE=/0x0:1000x667/780x390/data/photo/2022/07/19/62d63971ebfec.jpg,"Bahan-bahan:

- 1 gelas beras
- 2 lembar daun salam
- 1 batang serai, memarkan
- 1/2 sdt garam
- 200 ml santan kental
- Air secukupnya
- Bawang merah goreng dan irisan mentimun (sebagai hiasan)

Langkah-langkah:

1. Cuci beras dengan air hingga bersih, kemudian tiriskan.

2. Siapkan panci dan masukkan beras yang sudah dicuci ke dalamnya.

3. Tambahkan daun salam, serai, dan garam ke dalam panci.

4. Tuangkan santan kental ke dalam panci, kemudian tambahkan air secukupnya hingga merendam beras dengan baik.

5. Aduk rata semua bahan dalam panci.

6. Nyalakan kompor dengan api sedang, dan masak nasi hingga matang dan berbentuk nasi uduk yang pulen. Pastikan air tidak terlalu banyak atau terlalu sedikit.

7. Setelah matang, angkat nasi uduk dari panci.

8. Sajikan nasi uduk dalam piring saji dan hiasi dengan bawang merah goreng dan irisan mentimun.

Nasi uduk siap disajikan dan dapat dinikmati sebagai hidangan utama atau disandingkan dengan berbagai lauk pauk, seperti ayam goreng, telur dadar, sambal terasi, atau kerupuk. Selamat menikmati!
",Nasi Uduk
62,Nasi Padang,450,15,20,50,"30,000",https://awsimages.detik.net.id/community/media/visual/2022/01/13/rm-padang-rating-tinggi-1.jpeg?w=1200,"Bahan-bahan:

- 1 piring nasi putih
- 1 potong ayam bakar (paha atau dada ayam)
- 1 sendok makan sambal balado (atau sambal cabai sesuai selera)
- 1 sendok makan minyak goreng

Langkah-langkah:

1. Panaskan minyak goreng dalam wajan atau panggangan.

2. Panggang ayam bakar hingga matang dan berwarna kecokelatan. Bolak-balik ayam agar matang merata. Anda juga bisa menggunakan oven atau panggangan listrik jika lebih mudah.

3. Angkat ayam bakar dari wajan atau panggangan, dan biarkan sebentar agar sedikit dingin. Kemudian iris-iris ayam menjadi potongan kecil.

4. Siapkan piring saji dan letakkan nasi putih di tengahnya.

5. Atur potongan ayam bakar di sekeliling nasi.

6. Tambahkan sambal balado di atas nasi atau di sampingnya.

7. Sajikan Nasi Padang versi ekonomis dengan ayam bakar.

Selamat menikmati Nasi Padang versi ekonomis dengan ayam bakar yang praktis dan lezat!

Catatan: Anda juga dapat menambahkan ker
",Nasi Padang
63,Sate Lilit,350,18,10,20,"12,000",https://upload.wikimedia.org/wikipedia/commons/6/6d/Sate_lilit.jpg,"Bahan-bahan:

- 200 gram daging ayam atau ikan (misalnya tuna), cincang halus
- 2 sendok makan kelapa parut
- 1 sendok makan air jeruk nipis
- 1 sendok makan minyak goreng
- 2 batang serai, ambil bagian putihnya dan memarkan
- 2 lembar daun jeruk, iris tipis
- 2 lembar daun salam
- 1 sendok makan kecap manis
- 1 sendok makan air asam jawa
- 1 sendok teh gula merah, serut halus
- 1 sendok teh garam
- Tusuk sate secukupnya, rendam dalam air

Bumbu Halus:

- 4 butir bawang merah
- 3 siung bawang putih
- 2 buah cabai merah keriting
- 2 buah cabai rawit (sesuai selera)
- 2 cm lengkuas
- 2 cm kunyit, bakar sebentar

Langkah-langkah:

1. Campur daging ayam atau ikan cincang dengan kelapa parut, air jeruk nipis, dan minyak goreng. Aduk rata hingga tercampur merata.

2. Panaskan wajan dengan sedikit minyak. Tumis bumbu halus, serai, daun jeruk, dan daun salam hingga harum.

3. Masukkan campuran daging ayam atau ikan ke dalam wajan. Masak hingga daging matang dan bumbu meresap, sambil terus diaduk.

4. Tambahkan kecap manis, air asam jawa, gula merah serut halus, dan garam. Aduk rata hingga bumbu tercampur merata dan kuah sedikit mengental.

",Sate Lilit
64,Pecel,350,10,8,25,"25,000",https://www.masakapahariini.com/wp-content/uploads/2021/10/Nasi-Pecel-Madiun.jpg,"Bahan-bahan:

- 1 piring nasi putih
- 1 ikat kangkung, dipotong-potong
- 50 gram tauge
- 1 buah mentimun, iris tipis
- 1 buah tahu, potong-potong
- 2 sendok makan kacang tanah goreng
- 2 sendok makan air asam jawa
- 1 sendok makan kecap manis
- 1 sendok teh gula merah, serut halus
- 1 sendok teh garam
- Air secukupnya
- Minyak goreng secukupnya

Bahan Bumbu Kacang:

- 100 gram kacang tanah goreng
- 2 siung bawang putih
- 3 buah cabai rawit (sesuai selera)
- 1 sendok teh terasi (opsional)
- Air secukupnya

Langkah-langkah:

1. Haluskan kacang tanah goreng, bawang putih, cabai rawit, dan terasi (jika menggunakan) untuk membuat bumbu kacang. Tambahkan air secukupnya hingga menjadi saus kacang yang kental. Sisihkan.

2. Rebus air dalam panci. Masukkan kangkung dan tauge ke dalam air mendidih, rebus sebentar hingga sayuran sedikit layu. Angkat dan tiriskan.

3. Panaskan minyak goreng dalam wajan. Goreng tahu hingga kecokelatan dan matang. Angkat dan tiriskan.

4. Susun nasi putih, kangkung, tauge, irisan mentimun, dan potongan tahu di atas piring saji.

5. Campurkan air asam jawa, kecap manis, gula merah serut halus, dan garam. Aduk rata hingga gula dan garam larut.

6. Siramkan campuran air asam jawa dan kecap manis ke atas bahan-bahan yang ada di piring saji.

7. Tambahkan saus kacang dan taburi dengan kacang tanah goreng.

8. Pecel siap disajikan. Anda dapat menambahkan sambal atau irisan cabai rawit jika menginginkan cita rasa yang lebih pedas.

Selamat menikmati Pecel yang segar dan lezat!

Catatan: Anda dapat menyesuaikan jumlah bahan sesuai selera dan menambahkan kerupuk sebagai pelengkap jika diinginkan.
",Pecel
65,Pindang Patin,400,20,15,25,"28,000",https://resepkoki.id/wp-content/uploads/2017/02/Resep-Pindang-Patin.jpg,"Bahan-bahan:

- 200 gram ikan patin, potong menjadi beberapa bagian
- 2 gelas air
- 2 lembar daun salam
- 2 cm lengkuas, memarkan
- 2 batang serai, memarkan
- 3 buah cabai merah besar, iris serong
- 2 buah tomat, potong-potong
- 2 sendok makan air asam jawa
- 1 sendok teh gula merah, serut halus
- 1 sendok teh garam
- Minyak goreng secukupnya
- Daun bawang iris dan seledri cincang (untuk hiasan)

Bumbu Halus:

- 4 buah cabai merah keriting
- 3 siung bawang merah
- 2 siung bawang putih
- 2 butir kemiri, sangrai

Langkah-langkah:

1. Panaskan minyak goreng dalam wajan. Tumis bumbu halus, daun salam, lengkuas, dan serai hingga harum.

2. Masukkan potongan ikan patin ke dalam wajan, aduk rata dengan bumbu yang telah ditumis.

3. Tambahkan air, gula merah serut, dan garam. Masak hingga ikan matang dan kuah mengental.

4. Setelah ikan matang, masukkan irisan cabai merah besar dan potongan tomat. Masak sebentar hingga cabai dan tomat sedikit layu.

5. Terakhir, tambahkan air asam jawa dan aduk rata. Cicipi rasanya, tambahkan gula atau garam jika diperlukan.

6. Angkat Pindang Patin dari wajan dan sajikan dalam mangkuk saji. Taburi dengan irisan daun bawang dan seledri cincang sebagai hiasan.

Pindang Patin siap disajikan! Nikmati Pindang Patin hangat dengan nasi putih dan pelengkap lainnya.

Catatan: Anda dapat menambahkan bahan lain seperti tahu atau jamur sesuai selera. Jika tidak menyukai rasa pedas, Anda dapat mengurangi jumlah cabai yang digunakan.
",Pindang Patin
66,Sate Maranggi,500,18,20,25,"20,000",https://t-2.tstatic.net/palembang/foto/bank/images/Resep-Sate-Maranggi-Pakai-Sambal-Tomat-Dijamin-Bikin-Nagih-dan-Mudah-Dimasak-Sendiri-di-Rumah.jpg,"Bahan-bahan:

Daging sapi, potong dadu
Bawang putih, haluskan
Bawang merah, haluskan
Kecap manis
Minyak goreng
Garam
Merica bubuk
Tusuk sate, rendam dalam air
Langkah-langkah:

Campurkan bawang putih, bawang merah, kecap manis, minyak goreng, garam, dan merica bubuk dalam wadah.
Tambahkan potongan daging sapi ke dalam campuran bumbu, aduk hingga semua permukaan daging terlapisi dengan baik.
Diamkan daging dalam bumbu selama minimal 30 menit atau lebih lama agar meresap.
Panaskan grill atau teflon dengan api sedang.
Tusuk potongan daging sapi yang telah dimarinasi ke dalam tusuk sate yang telah direndam dalam air.
Panggang sate di atas grill atau teflon yang telah dipanaskan hingga daging matang dan kecokelatan, sambil sesekali dibolak-balik dan diolesi dengan sisa bumbu marinasi.
Setelah matang, angkat sate maranggi dari panggangan.
Sajikan sate maranggi dengan nasi hangat, lontong, atau ketupat, serta bumbu kacang dan irisan mentimun atau bawang merah.",
67,Ayam Penyet,350,15,8,30,"40,000",https://statics.indozone.news/content/2022/05/23/Q8sdPPq/5-cara-masak-ayam-penyet-yang-enak-lengkap-dengan-resepnya83_700.jpg,"Bahan-bahan:

2 potong ayam (paha atau dada)
2 sendok makan minyak goreng
3 siung bawang putih, haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
1/2 sendok teh bubuk kunyit
Air secukupnya
Minyak goreng secukupnya untuk menggoreng
Langkah-langkah:

Lumuri ayam dengan bawang putih, garam, merica, dan bubuk kunyit. Diamkan selama 15-30 menit agar bumbu meresap.
Panaskan minyak goreng dalam wajan. Goreng ayam hingga matang dan berwarna kecokelatan di kedua sisinya.
Angkat ayam dan tiriskan dari minyak berlebih.
Siapkan cobek atau mangkuk yang dalam. Letakkan ayam di dalamnya.
Gunakan ulekan atau sendok besar, tekan-tekan ayam dengan kuat hingga hancur dan rata.
Sajikan ayam penyet dengan nasi hangat, sambal terasi, lalapan (seperti mentimun dan tomat), dan kerupuk sebagai pelengkap.",
